"t"	"T"
"s"	"°C"
586.5	57.5753916663403474
587	57.5753916663403474
587.5	57.5753916663403474
588	57.5753916663403474
588.5	57.5753916663403474
589	57.5753916663403474
589.5	57.5753916663403474
590	57.5383467052919056
590.5	57.5753916663403474
591	57.5383467052919056
591.5	57.5383467052919056
592	57.5753916663403474
592.5	57.5753916663403474
593	57.5383467052919056
593.5	57.5753916663403474
594	57.5383467052919056
594.5	57.5383467052919056
595	57.5383467052919056
595.5	57.5383467052919056
596	57.5383467052919056
596.5	57.5383467052919056
597	57.5383467052919056
597.5	57.5383467052919056
598	57.5383467052919056
598.5	57.5383467052919056
599	57.5383467052919056
599.5	57.5383467052919056
600	57.5383467052919056
